Student ID,Name,Gender,Age,GPA,Major,Interested Domain,Projects,Internships,Certifications,Future Career,Python,SQL,Java,C++,JavaScript,Cloud,AI,Cybersecurity,Soft Skills,Work Experience (Years)
4567,Student 4567,Non-binary,37,3.11,Bioinformatics,Mobile App Development,1,1,Google Android Developer,Security Consultant,8,9,5,4,4,7,4,4,Weak,3
4568,Student 4568,Non-binary,29,2.85,Embedded Systems,AI Research,1,3,Red Hat Certified Engineer,Network Engineer,4,8,4,5,5,8,6,5,Weak,0
4569,Student 4569,Male,25,3.93,AI & Robotics,Quantum AI,5,0,AWS Certified,Network Engineer,5,9,9,8,8,5,3,7,Average,7
4570,Student 4570,Non-binary,31,2.59,Software Engineering,Full Stack Development,2,1,Cisco CCNA,Cloud Architect,3,3,7,7,3,9,6,6,Strong,5
4571,Student 4571,Female,24,2.66,Bioinformatics,DevOps,3,5,Unity Certified,Penetration Tester,4,4,7,9,3,3,3,5,Weak,3
4572,Student 4572,Male,25,2.83,Networking,IoT Security,2,2,Kubernetes Administrator,Quantum Computing Researcher,5,8,5,7,10,6,5,6,Weak,8
4573,Student 4573,Non-binary,44,3.78,Embedded Systems,Ethical Hacking,7,0,None,Software Engineer,10,7,4,10,8,9,9,6,Weak,7
4574,Student 4574,Female,26,3.13,Blockchain Technology,Ethical Hacking,4,0,IBM Quantum Developer,Blockchain Developer,9,7,5,8,6,9,10,4,Weak,4
4575,Student 4575,Male,19,3.17,Quantum Computing,IoT Security,3,0,TensorFlow Certified,DevOps Engineer,10,10,10,8,10,10,6,9,Weak,8
4576,Student 4576,Male,45,3.37,Web Development,Blockchain Security,4,5,None,Software Engineer,3,6,10,7,4,10,3,3,Average,10
4577,Student 4577,Male,19,3.22,Bioinformatics,Deep Learning,2,0,None,Software Engineer,8,6,3,7,5,6,3,3,Strong,3
4578,Student 4578,Male,18,2.71,AI & Robotics,Deep Learning,3,2,None,Web Developer,8,9,9,5,5,4,10,9,Strong,8
4579,Student 4579,Male,26,3.47,Mobile App Development,Mobile App Development,5,4,Microsoft Certified,Cloud Architect,8,5,6,10,3,7,9,9,Strong,2
4580,Student 4580,Non-binary,23,3.28,Cloud Computing,Cyber Forensics,2,4,Google Android Developer,Software Engineer,10,7,5,3,7,6,8,3,Average,10
4581,Student 4581,Male,34,3.38,AI & Robotics,DevOps,7,3,TensorFlow Certified,Game Developer,4,3,10,10,3,6,7,10,Weak,7
4582,Student 4582,Non-binary,18,2.73,Blockchain Technology,Cloud Security,1,1,Microsoft Certified,Network Engineer,9,6,5,6,3,4,3,8,Strong,9
4583,Student 4583,Male,32,3.23,Quantum Computing,Game Development,4,5,Kubernetes Administrator,AI Researcher,8,5,3,4,5,10,8,3,Strong,9
4584,Student 4584,Male,42,2.73,AI & Robotics,Blockchain Security,6,4,None,Software Engineer,10,10,10,5,3,6,3,9,Average,10
4585,Student 4585,Male,40,2.66,AI & Robotics,Machine Learning,3,1,Red Hat Certified Engineer,IoT Engineer,3,3,8,7,3,8,8,8,Strong,5
4586,Student 4586,Male,24,3.92,AI & Robotics,Big Data,7,5,TensorFlow Certified,Security Consultant,10,10,7,6,7,7,9,5,Strong,6
4587,Student 4587,Female,19,3.93,Game Development,Machine Learning,3,4,TensorFlow Certified,Web Developer,8,9,3,5,10,10,5,7,Weak,10
4588,Student 4588,Male,20,3.19,Embedded Systems,Cloud Security,5,2,MIT AI Certification,Penetration Tester,4,7,8,6,7,3,8,6,Strong,5
4589,Student 4589,Female,41,3.52,Networking,DevOps,6,2,Red Hat Certified Engineer,Quantum Computing Researcher,9,4,3,9,4,9,6,6,Average,2
4590,Student 4590,Male,30,3.77,Networking,Cyber Forensics,6,2,Meta Frontend Developer,Software Engineer,5,10,4,6,8,5,4,10,Average,5
4591,Student 4591,Male,40,3.5,Data Science,DevOps,1,0,AWS Certified,Data Engineer,8,10,3,4,6,3,7,7,Average,3
4592,Student 4592,Male,21,3.74,Bioinformatics,DevOps,3,3,Kubernetes Administrator,Security Consultant,3,5,6,3,5,7,6,4,Weak,8
4593,Student 4593,Female,42,3.15,Mobile App Development,Mobile App Development,3,0,Meta Frontend Developer,Quantum Computing Researcher,7,9,4,5,9,4,4,5,Weak,1
4594,Student 4594,Female,36,3.36,Mobile App Development,Machine Learning,7,2,Google Data Analytics,Data Engineer,6,6,10,6,10,7,3,5,Average,4
4595,Student 4595,Non-binary,29,3.53,Computer Science,Quantum AI,7,0,Red Hat Certified Engineer,Mobile App Developer,4,5,5,10,8,9,9,9,Strong,0
4596,Student 4596,Female,20,2.87,Game Development,Big Data,4,3,Unity Certified,Cloud Architect,5,3,5,6,5,8,4,3,Average,3
4597,Student 4597,Male,21,3.35,Cybersecurity,Mobile App Development,3,0,Unity Certified,Quantum Computing Researcher,10,10,8,7,5,8,8,10,Average,4
4598,Student 4598,Male,36,3.5,Game Development,Game Development,5,4,Meta Frontend Developer,Machine Learning Engineer,3,6,6,5,3,6,4,5,Weak,3
4599,Student 4599,Non-binary,24,2.74,Quantum Computing,Ethical Hacking,1,3,None,IoT Engineer,10,4,8,7,8,10,4,5,Strong,0
4600,Student 4600,Female,23,3.94,Blockchain Technology,Game Development,3,5,IBM Quantum Developer,Machine Learning Engineer,9,5,8,5,10,9,7,9,Strong,9
4601,Student 4601,Female,21,3.66,Human-Computer Interaction,Game Development,6,0,CEH,Penetration Tester,8,8,10,5,6,3,5,3,Weak,3
4602,Student 4602,Non-binary,29,2.76,Blockchain Technology,Deep Learning,3,0,Google Data Analytics,Penetration Tester,6,7,4,9,9,3,8,6,Average,7
4603,Student 4603,Male,18,2.58,Web Development,Cloud Security,4,3,Kubernetes Administrator,Quantum Computing Researcher,6,4,3,10,7,10,8,7,Average,7
4604,Student 4604,Male,42,3.42,Cloud Computing,Blockchain Security,3,1,Cisco CCNA,Game Developer,5,6,4,7,9,6,6,10,Strong,6
4605,Student 4605,Male,27,3.76,Software Engineering,Deep Learning,4,4,TensorFlow Certified,Game Developer,5,10,3,3,5,4,6,3,Average,7
4606,Student 4606,Male,27,3.95,Game Development,Cyber Forensics,6,5,Google Android Developer,Cybersecurity Analyst,10,8,7,8,8,6,9,4,Weak,9
4607,Student 4607,Female,36,2.65,Embedded Systems,AI Research,1,4,MIT AI Certification,Data Scientist,8,5,10,6,9,9,10,5,Average,10
4608,Student 4608,Non-binary,18,2.93,Networking,Cyber Forensics,5,0,Google Android Developer,Security Consultant,7,6,4,5,8,9,4,7,Strong,3
4609,Student 4609,Male,35,3.99,Data Science,Quantum AI,4,2,Google Android Developer,Quantum Computing Researcher,3,9,10,10,8,4,10,7,Strong,3
4610,Student 4610,Female,36,3.52,Networking,Machine Learning,3,5,Red Hat Certified Engineer,Data Engineer,3,9,3,5,9,7,8,9,Weak,7
4611,Student 4611,Male,42,3.98,Blockchain Technology,Quantum AI,4,2,None,Security Consultant,6,7,3,4,10,9,9,9,Strong,7
4612,Student 4612,Non-binary,44,3.19,Embedded Systems,Data Visualization,2,2,None,Blockchain Developer,6,9,9,10,10,10,6,7,Weak,7
4613,Student 4613,Female,42,3.66,Networking,Blockchain Security,7,5,Google Data Analytics,Data Scientist,10,6,7,5,5,6,4,6,Strong,3
4614,Student 4614,Female,21,3.5,Cloud Computing,Machine Learning,3,4,Kubernetes Administrator,Cybersecurity Analyst,6,6,10,10,7,5,8,8,Strong,4
4615,Student 4615,Non-binary,34,3.46,Computer Science,Big Data,2,4,AWS Certified,Quantum Computing Researcher,8,8,6,7,6,4,5,7,Weak,6
4616,Student 4616,Female,43,2.88,Software Engineering,Deep Learning,2,1,Cisco CCNA,Mobile App Developer,8,10,7,5,9,6,8,7,Average,7
4617,Student 4617,Male,26,2.52,Web Development,Game Development,7,3,AWS Certified,Security Consultant,3,6,10,5,9,4,7,7,Average,9
4618,Student 4618,Non-binary,20,3.53,Human-Computer Interaction,Ethical Hacking,4,0,AWS Certified,DevOps Engineer,10,8,9,10,3,9,8,5,Weak,2
4619,Student 4619,Female,39,3.68,Mobile App Development,Full Stack Development,3,1,Kubernetes Administrator,Game Developer,7,3,10,7,10,10,6,9,Weak,7
4620,Student 4620,Female,31,2.88,Cybersecurity,Quantum AI,7,5,Google Data Analytics,Security Consultant,10,5,5,9,3,4,7,5,Average,0
4621,Student 4621,Female,24,3.77,Quantum Computing,Cyber Forensics,4,3,IBM Quantum Developer,IoT Engineer,10,4,5,9,7,7,4,9,Weak,5
4622,Student 4622,Non-binary,45,3.6,AI & Robotics,Machine Learning,6,3,MIT AI Certification,Cloud Architect,6,10,8,5,3,5,5,4,Strong,8
4623,Student 4623,Female,27,2.67,Cybersecurity,AI Research,4,3,Meta Frontend Developer,Network Engineer,8,3,3,7,8,6,7,4,Strong,4
4624,Student 4624,Non-binary,20,3.21,Cybersecurity,Game Development,6,0,Unity Certified,Data Engineer,3,10,7,10,9,9,10,9,Average,2
4625,Student 4625,Male,43,2.6,Computer Science,Ethical Hacking,1,2,CEH,Cybersecurity Analyst,9,7,7,5,6,9,9,5,Average,4
4626,Student 4626,Female,35,2.91,Embedded Systems,Ethical Hacking,6,2,Meta Frontend Developer,Cybersecurity Analyst,7,3,9,7,4,4,9,3,Weak,4
4627,Student 4627,Non-binary,19,2.51,Mobile App Development,AI Research,3,5,Google Android Developer,Software Engineer,8,10,8,4,5,10,4,6,Strong,6
4628,Student 4628,Female,20,3.18,Networking,Cyber Forensics,1,1,Google Data Analytics,DevOps Engineer,3,10,5,10,3,6,3,8,Average,3
4629,Student 4629,Non-binary,40,4.0,Computer Science,Data Visualization,4,1,Red Hat Certified Engineer,Quantum Computing Researcher,5,6,5,10,3,6,5,7,Average,0
4630,Student 4630,Male,23,3.93,AI & Robotics,Ethical Hacking,7,0,None,Data Scientist,5,5,3,8,3,10,9,8,Strong,6
4631,Student 4631,Male,30,3.93,Data Science,Ethical Hacking,7,2,None,Data Engineer,10,7,6,6,3,9,5,3,Strong,7
4632,Student 4632,Female,28,3.63,Computer Science,DevOps,5,0,Red Hat Certified Engineer,Full Stack Developer,6,10,3,4,10,3,9,5,Weak,4
4633,Student 4633,Non-binary,19,2.72,Embedded Systems,Ethical Hacking,1,1,Meta Frontend Developer,Security Consultant,4,8,10,6,6,7,3,10,Weak,5
4634,Student 4634,Female,25,3.86,Embedded Systems,Big Data,4,4,Red Hat Certified Engineer,DevOps Engineer,3,4,5,4,9,10,3,9,Strong,7
4635,Student 4635,Male,27,3.33,Computer Science,Blockchain Security,6,3,MIT AI Certification,AI Researcher,7,5,7,9,3,5,6,5,Weak,4
4636,Student 4636,Male,21,3.09,Blockchain Technology,Full Stack Development,3,1,None,Data Engineer,4,10,5,8,10,8,3,8,Average,8
4637,Student 4637,Male,22,3.04,Human-Computer Interaction,Data Visualization,7,4,MIT AI Certification,Penetration Tester,6,9,3,5,5,10,9,7,Average,0
4638,Student 4638,Male,19,3.29,Computer Science,Deep Learning,3,1,Unity Certified,DevOps Engineer,9,10,10,9,6,9,5,6,Weak,3
4639,Student 4639,Female,24,2.96,Web Development,Cloud Security,4,3,TensorFlow Certified,Full Stack Developer,8,9,4,10,9,6,6,8,Average,1
4640,Student 4640,Non-binary,38,2.64,AI & Robotics,Cyber Forensics,4,0,Kubernetes Administrator,AI Researcher,7,9,5,7,8,6,9,5,Strong,10
4641,Student 4641,Male,34,3.51,AI & Robotics,Full Stack Development,5,3,None,DevOps Engineer,6,3,5,7,4,8,10,6,Average,10
4642,Student 4642,Non-binary,45,3.15,Mobile App Development,Machine Learning,6,4,Microsoft Certified,Mobile App Developer,4,10,8,9,7,5,9,10,Average,10
4643,Student 4643,Male,25,2.98,Software Engineering,Full Stack Development,1,2,Meta Frontend Developer,IoT Engineer,8,6,8,7,5,10,10,7,Weak,6
4644,Student 4644,Female,33,2.84,Embedded Systems,Machine Learning,1,4,Red Hat Certified Engineer,IoT Engineer,8,4,9,7,10,4,6,9,Weak,6
4645,Student 4645,Female,21,3.03,Data Science,IoT Security,7,1,TensorFlow Certified,Network Engineer,10,6,10,3,10,9,9,10,Strong,0
4646,Student 4646,Male,24,3.22,Mobile App Development,Quantum AI,2,5,TensorFlow Certified,Data Engineer,4,6,3,9,4,6,7,5,Strong,0
4647,Student 4647,Female,19,3.27,Blockchain Technology,Deep Learning,4,5,Google Data Analytics,DevOps Engineer,9,5,10,8,10,10,9,9,Strong,10
4648,Student 4648,Male,34,3.79,Embedded Systems,Big Data,1,2,None,Blockchain Developer,8,3,7,7,6,7,3,7,Strong,7
4649,Student 4649,Male,41,2.66,Web Development,AI Research,3,2,Microsoft Certified,Network Engineer,10,8,5,6,5,8,7,7,Weak,5
4650,Student 4650,Male,35,3.14,Computer Science,Cloud Security,7,3,CEH,Cloud Architect,6,7,5,9,3,4,6,7,Weak,4
4651,Student 4651,Non-binary,42,3.6,Software Engineering,IoT Security,3,2,Google Android Developer,Data Scientist,9,5,9,9,6,5,10,3,Average,9
4652,Student 4652,Non-binary,34,2.92,Networking,Cloud Security,4,2,None,Software Engineer,6,10,7,7,8,6,4,6,Weak,1
4653,Student 4653,Male,39,3.51,Quantum Computing,AI Research,1,1,None,Cybersecurity Analyst,8,6,7,7,7,7,9,9,Weak,10
4654,Student 4654,Non-binary,35,2.89,Embedded Systems,Mobile App Development,1,4,IBM Quantum Developer,Blockchain Developer,8,8,3,7,3,10,5,8,Strong,2
4655,Student 4655,Female,25,2.71,Data Science,Quantum AI,4,0,Unity Certified,Web Developer,5,4,9,7,10,9,4,5,Strong,7
4656,Student 4656,Female,29,3.47,Quantum Computing,Cloud Security,2,5,Microsoft Certified,Blockchain Developer,10,9,7,9,8,3,7,6,Strong,5
4657,Student 4657,Female,23,2.61,Networking,IoT Security,3,3,None,Penetration Tester,8,6,5,3,5,7,5,6,Weak,9
4658,Student 4658,Non-binary,23,3.73,Networking,Blockchain Security,3,4,MIT AI Certification,Game Developer,4,10,7,8,6,9,9,3,Strong,5
4659,Student 4659,Female,21,2.97,Blockchain Technology,IoT Security,3,2,Microsoft Certified,Data Scientist,8,8,7,5,4,9,9,6,Average,4
4660,Student 4660,Non-binary,34,3.97,Software Engineering,Blockchain Security,5,5,None,Cloud Architect,8,9,5,5,5,3,3,8,Average,8
4661,Student 4661,Non-binary,28,3.15,Networking,AI Research,6,4,None,Quantum Computing Researcher,4,9,8,9,9,6,5,7,Strong,7
4662,Student 4662,Male,43,3.79,Blockchain Technology,DevOps,1,2,MIT AI Certification,Quantum Computing Researcher,3,8,9,5,5,4,9,9,Weak,3
4663,Student 4663,Female,30,3.72,Bioinformatics,Blockchain Security,5,5,Unity Certified,Cloud Architect,9,10,8,7,9,9,6,8,Weak,7
4664,Student 4664,Female,37,2.91,Bioinformatics,Ethical Hacking,4,2,None,DevOps Engineer,3,10,3,4,10,8,10,8,Average,6
4665,Student 4665,Female,31,3.97,Game Development,Big Data,7,4,Google Data Analytics,Quantum Computing Researcher,9,9,8,10,6,6,6,9,Weak,10
4666,Student 4666,Female,37,3.87,AI & Robotics,AI Research,6,1,Cisco CCNA,AI Researcher,6,8,5,5,10,6,7,5,Strong,7
4667,Student 4667,Non-binary,27,3.08,Cybersecurity,Mobile App Development,6,0,Google Android Developer,DevOps Engineer,7,5,9,9,3,5,3,9,Strong,10
4668,Student 4668,Female,42,2.95,Human-Computer Interaction,Quantum AI,6,3,AWS Certified,Quantum Computing Researcher,3,3,6,4,4,6,4,9,Strong,0
4669,Student 4669,Non-binary,45,3.54,Networking,Cloud Security,4,3,MIT AI Certification,Cloud Architect,9,7,3,6,4,5,4,8,Average,1
4670,Student 4670,Male,41,3.76,Game Development,Mobile App Development,7,5,TensorFlow Certified,Cloud Architect,10,10,10,4,7,4,9,10,Strong,8
4671,Student 4671,Female,44,2.62,Cloud Computing,Machine Learning,4,3,Kubernetes Administrator,Web Developer,3,9,7,3,5,5,7,9,Average,8
4672,Student 4672,Male,45,3.51,Cybersecurity,Deep Learning,7,0,Google Data Analytics,Mobile App Developer,3,9,7,8,9,5,4,7,Average,0
4673,Student 4673,Male,25,3.78,Data Science,Ethical Hacking,7,3,TensorFlow Certified,DevOps Engineer,5,5,7,3,7,3,4,4,Strong,10
4674,Student 4674,Female,39,3.28,Bioinformatics,Machine Learning,6,0,None,Game Developer,4,5,9,4,7,5,10,7,Weak,1
4675,Student 4675,Female,30,2.92,Quantum Computing,Big Data,4,5,Kubernetes Administrator,Penetration Tester,5,4,4,10,10,6,7,9,Average,3
4676,Student 4676,Female,34,3.16,Blockchain Technology,Blockchain Security,2,1,Red Hat Certified Engineer,Game Developer,7,6,3,10,8,7,5,10,Strong,3
4677,Student 4677,Non-binary,20,2.84,Computer Science,DevOps,2,5,Google Data Analytics,Security Consultant,9,3,7,3,8,9,8,8,Average,0
4678,Student 4678,Female,23,3.73,Cloud Computing,Cyber Forensics,4,2,TensorFlow Certified,Penetration Tester,6,7,4,7,7,10,6,10,Strong,4
4679,Student 4679,Female,44,2.77,Cybersecurity,Big Data,3,0,CEH,Machine Learning Engineer,9,10,9,10,10,10,3,3,Average,2
4680,Student 4680,Male,29,2.84,Computer Science,Full Stack Development,1,5,Unity Certified,Security Consultant,6,6,4,10,6,8,8,3,Strong,9
4681,Student 4681,Non-binary,29,3.54,Bioinformatics,Full Stack Development,5,4,Microsoft Certified,AI Researcher,9,9,5,6,4,4,10,4,Weak,8
4682,Student 4682,Non-binary,30,2.85,Software Engineering,Quantum AI,7,5,Google Android Developer,Mobile App Developer,10,10,7,10,6,7,8,7,Strong,1
4683,Student 4683,Female,40,3.48,Cybersecurity,Quantum AI,1,3,None,Network Engineer,5,4,6,9,3,4,6,10,Weak,7
4684,Student 4684,Non-binary,33,3.47,Networking,Data Visualization,6,5,TensorFlow Certified,Cybersecurity Analyst,4,5,3,10,8,4,5,3,Weak,5
4685,Student 4685,Non-binary,27,3.83,Bioinformatics,Machine Learning,6,0,Kubernetes Administrator,Machine Learning Engineer,10,4,4,5,3,4,9,5,Average,3
4686,Student 4686,Non-binary,27,3.78,Cloud Computing,Game Development,7,4,Meta Frontend Developer,Quantum Computing Researcher,6,7,7,5,4,6,10,10,Weak,5
4687,Student 4687,Female,21,2.8,Cloud Computing,Machine Learning,3,2,Google Data Analytics,Cybersecurity Analyst,6,9,3,9,9,5,8,4,Strong,3
4688,Student 4688,Non-binary,20,3.3,Mobile App Development,IoT Security,1,4,Kubernetes Administrator,Software Engineer,3,10,10,10,5,10,7,4,Average,3
4689,Student 4689,Non-binary,39,3.64,Web Development,Deep Learning,7,5,IBM Quantum Developer,AI Researcher,10,8,5,6,6,7,10,10,Strong,9
4690,Student 4690,Female,37,3.69,Mobile App Development,Mobile App Development,6,2,IBM Quantum Developer,Mobile App Developer,9,5,3,3,8,3,9,6,Weak,9
4691,Student 4691,Female,20,3.35,Networking,Mobile App Development,1,2,MIT AI Certification,Cloud Architect,6,8,4,5,8,10,9,3,Weak,6
4692,Student 4692,Non-binary,19,2.6,Mobile App Development,Game Development,3,1,Kubernetes Administrator,Machine Learning Engineer,8,3,4,7,4,9,4,3,Weak,10
4693,Student 4693,Male,32,2.71,Cloud Computing,Machine Learning,5,3,None,AI Researcher,3,10,3,6,7,7,7,10,Strong,9
4694,Student 4694,Female,29,2.89,Data Science,Game Development,5,3,None,Blockchain Developer,10,3,3,4,4,8,5,10,Strong,8
4695,Student 4695,Male,31,3.69,Human-Computer Interaction,Blockchain Security,6,2,Microsoft Certified,DevOps Engineer,3,7,10,8,10,4,4,9,Strong,2
4696,Student 4696,Female,43,3.92,Web Development,Machine Learning,4,4,Google Data Analytics,IoT Engineer,6,6,6,5,6,4,5,4,Average,3
4697,Student 4697,Female,36,2.77,Networking,Cloud Security,2,5,CEH,Web Developer,5,5,10,10,10,10,4,9,Average,6
4698,Student 4698,Non-binary,42,2.82,Blockchain Technology,Quantum AI,6,4,Kubernetes Administrator,Web Developer,10,5,3,10,7,6,7,4,Strong,2
4699,Student 4699,Female,41,2.64,Cybersecurity,Machine Learning,4,2,Microsoft Certified,Data Engineer,9,8,7,9,10,7,7,5,Strong,9
4700,Student 4700,Female,40,2.6,Software Engineering,Data Visualization,3,3,MIT AI Certification,Security Consultant,6,3,10,6,9,8,6,6,Average,3
4701,Student 4701,Male,18,3.58,Human-Computer Interaction,Quantum AI,4,1,Google Data Analytics,Penetration Tester,7,5,4,6,4,10,10,6,Weak,9
4702,Student 4702,Female,33,3.3,Cloud Computing,Machine Learning,3,1,AWS Certified,Mobile App Developer,5,4,5,9,6,5,9,8,Average,6
4703,Student 4703,Female,22,3.07,AI & Robotics,IoT Security,4,0,Google Android Developer,Web Developer,8,10,6,3,6,10,10,3,Average,9
4704,Student 4704,Female,20,3.92,AI & Robotics,Quantum AI,4,5,IBM Quantum Developer,IoT Engineer,10,8,6,4,10,9,10,9,Weak,0
4705,Student 4705,Female,29,3.4,Mobile App Development,Mobile App Development,4,0,Meta Frontend Developer,Game Developer,6,10,4,7,10,4,3,4,Average,3
4706,Student 4706,Male,41,3.73,AI & Robotics,Mobile App Development,5,4,None,Penetration Tester,4,9,10,10,4,10,8,3,Average,0
4707,Student 4707,Male,39,3.56,Computer Science,IoT Security,2,0,None,Data Engineer,7,9,10,9,7,7,3,3,Strong,2
4708,Student 4708,Female,40,2.82,Software Engineering,Big Data,4,0,None,Security Consultant,3,5,3,5,10,8,4,6,Strong,3
4709,Student 4709,Non-binary,37,3.91,Human-Computer Interaction,Full Stack Development,1,0,None,IoT Engineer,9,3,3,4,10,4,6,6,Average,5
4710,Student 4710,Female,20,3.12,AI & Robotics,Data Visualization,2,0,None,Web Developer,7,6,5,7,10,9,8,4,Strong,5
4711,Student 4711,Non-binary,30,2.79,Cybersecurity,Ethical Hacking,6,0,AWS Certified,Penetration Tester,4,6,3,4,3,9,5,7,Weak,4
4712,Student 4712,Male,30,3.92,Data Science,Game Development,5,4,None,Software Engineer,7,5,3,10,8,3,4,6,Strong,7
4713,Student 4713,Male,21,3.38,Mobile App Development,DevOps,5,4,Unity Certified,Quantum Computing Researcher,5,8,4,8,6,9,5,6,Strong,0
4714,Student 4714,Female,41,3.67,Blockchain Technology,Machine Learning,2,5,Meta Frontend Developer,Quantum Computing Researcher,5,7,4,6,3,6,9,9,Average,0
4715,Student 4715,Non-binary,23,3.88,Computer Science,AI Research,1,0,AWS Certified,Security Consultant,3,8,9,4,8,3,8,9,Average,1
4716,Student 4716,Female,22,3.75,Blockchain Technology,Data Visualization,3,4,None,Cybersecurity Analyst,3,10,7,4,4,10,5,4,Average,0
4717,Student 4717,Female,32,3.17,Computer Science,DevOps,5,4,MIT AI Certification,Data Engineer,9,7,7,7,7,10,4,10,Average,2
4718,Student 4718,Male,22,3.78,Web Development,Full Stack Development,3,4,Red Hat Certified Engineer,Network Engineer,3,8,5,6,8,10,8,3,Weak,5
4719,Student 4719,Non-binary,22,3.57,Data Science,Data Visualization,4,0,TensorFlow Certified,Security Consultant,6,3,4,4,4,10,10,7,Weak,7
4720,Student 4720,Male,26,3.71,Networking,IoT Security,6,1,CEH,Penetration Tester,9,7,6,8,6,4,7,10,Weak,4
4721,Student 4721,Female,29,2.72,Data Science,Data Visualization,5,3,CEH,Full Stack Developer,7,4,10,9,9,3,4,5,Average,0
4722,Student 4722,Non-binary,38,2.84,Cybersecurity,Full Stack Development,4,0,None,Data Scientist,6,10,5,7,4,8,3,9,Average,4
4723,Student 4723,Male,25,2.77,Web Development,Machine Learning,3,4,Google Android Developer,IoT Engineer,9,5,7,4,9,6,3,7,Weak,4
4724,Student 4724,Male,45,3.83,AI & Robotics,Deep Learning,4,5,Google Data Analytics,Machine Learning Engineer,7,10,7,4,7,5,10,9,Strong,9
4725,Student 4725,Non-binary,23,2.63,Mobile App Development,Blockchain Security,1,0,CEH,Full Stack Developer,9,4,6,4,9,4,7,8,Weak,3
4726,Student 4726,Male,29,3.49,Web Development,AI Research,6,4,None,Game Developer,8,9,9,8,3,6,9,6,Weak,6
4727,Student 4727,Male,27,2.69,Software Engineering,DevOps,6,3,CEH,DevOps Engineer,8,3,7,10,10,4,7,4,Average,10
4728,Student 4728,Female,38,3.08,AI & Robotics,Big Data,4,0,Google Android Developer,IoT Engineer,3,9,3,4,7,8,5,3,Average,6
4729,Student 4729,Non-binary,28,2.75,Human-Computer Interaction,Blockchain Security,3,1,Meta Frontend Developer,Web Developer,10,7,8,8,8,5,4,5,Strong,9
4730,Student 4730,Female,31,2.94,Networking,Cloud Security,5,1,AWS Certified,Security Consultant,5,10,10,6,6,9,3,3,Weak,6
4731,Student 4731,Female,20,3.05,Data Science,Full Stack Development,1,2,IBM Quantum Developer,DevOps Engineer,4,7,4,3,5,7,4,10,Strong,10
4732,Student 4732,Non-binary,44,3.11,Quantum Computing,Cloud Security,5,0,TensorFlow Certified,Network Engineer,10,8,3,5,4,9,4,10,Average,4
4733,Student 4733,Non-binary,20,2.75,Blockchain Technology,Deep Learning,2,2,AWS Certified,IoT Engineer,3,8,5,5,6,9,4,10,Strong,5
4734,Student 4734,Female,18,3.88,Cybersecurity,Full Stack Development,1,4,Meta Frontend Developer,Cloud Architect,5,5,6,6,4,4,7,3,Strong,0
4735,Student 4735,Female,35,3.3,Software Engineering,Machine Learning,3,4,None,Quantum Computing Researcher,7,9,8,6,9,5,3,3,Average,8
4736,Student 4736,Non-binary,45,3.34,Cybersecurity,DevOps,7,4,IBM Quantum Developer,Data Scientist,7,9,6,5,10,10,3,4,Weak,3
4737,Student 4737,Non-binary,33,2.54,Game Development,Cloud Security,3,5,TensorFlow Certified,Machine Learning Engineer,6,7,5,4,5,4,8,8,Average,1
4738,Student 4738,Non-binary,31,3.18,Computer Science,Blockchain Security,1,1,CEH,Software Engineer,10,8,3,10,5,6,4,10,Strong,1
4739,Student 4739,Male,30,2.83,Bioinformatics,AI Research,3,0,Kubernetes Administrator,Mobile App Developer,9,10,4,8,9,5,4,8,Strong,8
4740,Student 4740,Male,18,3.01,AI & Robotics,Cyber Forensics,4,2,AWS Certified,IoT Engineer,4,4,4,10,3,6,5,10,Weak,5
4741,Student 4741,Non-binary,32,2.86,Bioinformatics,Data Visualization,3,0,None,Full Stack Developer,10,10,5,6,3,7,7,6,Strong,3
4742,Student 4742,Male,34,2.76,Cloud Computing,Mobile App Development,1,3,MIT AI Certification,Web Developer,3,9,6,10,8,9,5,9,Strong,2
4743,Student 4743,Female,31,2.81,Quantum Computing,Quantum AI,5,5,Google Data Analytics,Game Developer,8,9,8,8,6,7,8,7,Weak,7
4744,Student 4744,Female,29,2.69,Cybersecurity,DevOps,6,1,Kubernetes Administrator,Cloud Architect,5,9,10,6,4,9,3,10,Weak,0
4745,Student 4745,Non-binary,44,3.23,Computer Science,Quantum AI,4,5,Google Data Analytics,AI Researcher,9,4,9,3,8,10,3,8,Average,1
4746,Student 4746,Female,24,3.52,Bioinformatics,Blockchain Security,6,2,Microsoft Certified,Penetration Tester,7,7,6,8,5,7,8,7,Weak,6
4747,Student 4747,Male,19,3.16,Data Science,Ethical Hacking,6,3,MIT AI Certification,DevOps Engineer,6,3,9,6,8,4,9,8,Weak,10
4748,Student 4748,Male,34,3.67,Embedded Systems,Data Visualization,3,2,TensorFlow Certified,Web Developer,9,9,3,6,5,9,6,6,Weak,8
4749,Student 4749,Female,44,3.8,Networking,Mobile App Development,1,5,Meta Frontend Developer,Data Engineer,3,7,8,3,9,8,10,5,Weak,8
4750,Student 4750,Non-binary,35,2.75,Game Development,Mobile App Development,4,5,CEH,Cybersecurity Analyst,6,8,10,8,7,7,3,3,Weak,3
4751,Student 4751,Male,37,3.12,Human-Computer Interaction,Big Data,3,1,Microsoft Certified,AI Researcher,6,5,3,4,10,6,5,8,Average,10
4752,Student 4752,Non-binary,29,3.21,Blockchain Technology,AI Research,6,2,Microsoft Certified,Cybersecurity Analyst,5,5,10,4,10,4,9,8,Strong,5
